"","Progress","Age","Gender","Ethnicity","Education","Marital","Employment","Purpose","FreqUse","Nationality","ucla_1","ucla_2","ucla_3","ucla_4","ucla_5","ucla_6","ucla_7","ucla_8","ucla_9","ucla_10","ucla_11","ucla_12","ucla_13","ucla_14","ucla_15","ucla_16","ucla_17","ucla_18","ucla_19","ucla_20","OCI_1","OCI_2","OCI_3","OCI_4","OCI_5","OCI_6","OCI_7","OCI_8","OCI_9","OCI_10","OCI_11","OCI_12","OCI_13","OCI_14","OCI_15","OCI_16","OCI_17","OCI_18","OCI_19","OCI_20","OCI_21","OCI_22","OCI_23","OCI_24","OCI_25","OCI_26","OCI_27","OCI_28","OCI_29","OCI_30","OCI_31","OCI_32","OCI_33","OCI_34","OCI_35","OCI_36","OCI_socsup","OCI_dep","OCI_imp","OCI_att","Ucla_score","OCI_score"
"240",100,25,2,1,4,2,1,"1,2,3,4,5,6,7,8,9",6,1,2,3,2,2,4,1,3,2,1,1,1,2,2,2,3,3,1,1,3,2,5,4,4,2,3,4,5,4,5,6,4,7,3,5,3,4,4,4,2,6,1,5,5,5,4,2,7,7,7,7,5,7,7,7,7,7,52,30,44,48,41,174
"241",100,60,1,1,4,1,7,"4",6,1,1,1,1,4,2,2,3,1,1,1,1,2,2,1,1,1,1,1,1,3,2,1,1,1,1,1,5,6,1,5,2,7,6,5,1,1,1,5,1,1,1,2,1,5,1,2,5,1,1,1,5,1,1,1,3,1,41,13,21,11,31,86
"242",100,26,2,1,5,2,6,"1,9",5,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,5,6,1,4,2,6,6,1,1,2,2,1,1,1,1,1,4,5,1,1,5,5,1,5,4,1,1,5,5,5,31,17,28,19,27,95
"243",100,27,2,1,5,2,1,"1,2,4,8,9",3,1,2,1,1,4,1,2,2,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,5,1,4,3,1,1,1,2,1,1,5,1,1,1,6,1,1,5,2,4,5,4,5,5,2,2,1,18,12,19,31,32,80
"244",100,29,2,1,5,1,1,"1,2,4,5,7,8,9",3,1,1,1,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,4,5,5,2,2,4,4,6,2,6,4,5,2,3,2,5,2,5,2,3,4,5,3,1,5,6,6,6,6,6,6,5,5,5,47,21,40,40,41,148
"245",100,44,2,1,4,3,1,"1,2,5,7,8,9",4,1,2,2,2,3,3,3,3,1,2,2,1,3,3,3,2,2,1,2,1,1,1,1,1,1,1,5,3,5,2,2,1,2,5,5,1,1,1,1,2,1,1,1,6,2,2,1,6,1,1,1,2,1,1,1,1,1,34,13,12,12,42,71
"246",100,70,2,1,3,3,7,"4,5,7,9",2,1,1,4,4,3,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,6,1,4,3,1,2,5,6,1,5,1,4,6,1,2,3,2,3,1,3,2,5,1,3,2,1,5,6,2,5,6,5,5,5,2,1,45,14,26,31,33,116
"247",100,24,2,1,4,2,3,"1,4,5,7,9",5,1,2,1,1,3,1,1,1,2,2,1,2,1,2,2,2,1,1,2,1,1,3,1,1,1,2,2,4,3,2,5,1,5,4,2,1,1,1,1,1,1,1,2,3,5,3,1,3,2,1,5,1,1,1,7,5,3,26,19,27,14,30,86
"248",100,41,1,1,5,1,2,"1,2,4,5,7",6,1,2,1,1,4,2,3,1,4,4,2,1,1,1,1,1,3,1,1,1,1,4,1,1,1,1,1,1,6,1,7,6,7,6,1,1,1,1,4,1,1,1,2,1,7,3,1,6,2,1,1,1,1,1,7,7,7,29,21,39,13,36,102
"249",100,48,2,1,4,1,5,"5,7",2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,6,2,1,1,1,1,1,1,2,1,1,2,3,5,1,5,1,5,1,1,1,1,1,2,1,16,14,17,16,23,63
"250",100,21,2,1,4,2,6,"4,7,9",4,1,2,2,2,3,2,2,4,1,2,2,4,3,4,3,2,4,3,2,2,2,6,1,2,1,3,5,5,3,5,6,4,7,2,1,3,4,3,7,4,7,2,4,5,5,1,1,6,7,7,7,7,7,7,6,7,7,52,23,42,48,51,165
"251",100,44,1,1,5,1,4,"2,4,5,7,9",6,1,1,1,1,4,2,3,2,2,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,5,1,4,4,1,1,1,1,4,1,6,1,2,2,5,1,5,5,2,5,1,5,2,2,1,3,1,28,14,17,23,31,82
"252",100,44,1,1,4,1,1,"1,5,7,8,9",5,1,2,3,3,4,4,3,3,2,3,3,3,2,2,3,2,2,2,2,3,2,3,1,3,1,1,1,3,3,2,6,5,3,5,2,2,2,7,5,2,2,2,2,6,6,3,6,5,6,6,2,6,6,3,5,5,5,43,23,37,30,53,133
"253",100,57,1,1,4,1,7,"1,4,5,6,7,9",6,1,2,1,1,4,1,2,2,3,1,1,1,1,2,1,1,2,1,2,2,2,1,1,1,1,1,5,5,1,1,3,3,5,6,4,2,1,1,5,1,1,1,5,5,5,2,1,6,6,1,1,5,1,3,2,5,5,37,23,24,19,33,103
"254",100,45,2,1,4,1,1,"1,2,4,5,6",2,1,1,1,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,1,5,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,6,21,7,24,52
"255",100,48,1,2,5,1,1,"7",3,1,3,3,2,2,2,3,2,4,1,2,3,2,3,3,2,2,2,2,3,3,2,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,5,5,1,1,6,1,5,1,5,5,1,1,1,1,20,14,13,20,49,67
"256",100,68,1,1,4,1,1,"2,4,5,6,9",4,1,1,1,1,4,1,1,2,3,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,7,1,1,1,1,1,1,1,3,1,1,1,1,1,1,6,1,1,1,1,1,1,2,1,1,13,6,18,14,28,51
"257",100,28,1,2,4,2,1,"9",6,1,1,1,4,3,1,1,2,3,1,1,2,2,3,2,1,1,1,3,1,1,5,1,2,2,7,1,4,4,2,4,4,6,4,2,5,5,2,2,1,2,2,5,5,6,4,4,6,6,6,6,6,4,7,5,6,5,42,27,42,37,35,148
"258",100,64,2,1,4,1,7,"1,4,6,7",4,1,1,1,1,4,1,1,2,3,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,6,1,2,1,1,1,5,2,2,1,1,2,2,1,1,5,1,2,1,1,1,1,1,1,1,21,8,16,13,27,58
"259",100,46,1,1,6,1,8,"2,4,5,7",4,1,1,4,1,4,1,2,1,1,1,1,1,1,1,1,2,1,1,3,1,1,4,1,1,1,1,1,1,1,1,2,1,2,6,1,1,1,1,4,1,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,4,1,24,11,12,10,30,57
"260",100,25,2,1,5,2,4,"1,2,4,5,6,7,9",3,1,1,1,1,4,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,5,2,1,1,1,3,1,2,6,1,1,1,1,3,1,5,1,1,1,3,1,1,4,5,3,5,2,3,3,2,1,2,22,8,19,28,26,77
"261",100,18,2,1,3,2,6,"1,4,5,7,8,9",6,1,2,2,1,4,1,2,1,2,2,1,2,2,2,1,2,1,1,1,1,1,4,2,2,1,1,5,5,4,2,6,4,5,5,4,2,4,2,5,4,4,3,2,6,6,3,4,6,4,2,5,2,3,2,4,2,4,50,21,32,26,32,129
"262",100,26,1,2,4,2,3,"10",4,1,1,1,1,4,1,1,1,4,2,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,2,1,5,4,1,1,1,1,2,1,6,1,1,1,5,1,1,5,5,5,5,5,5,5,1,1,1,27,10,15,36,30,88
"263",100,21,2,1,3,2,6,"8",5,1,3,1,1,3,1,2,2,2,1,1,1,1,1,1,3,1,1,2,1,1,4,1,2,6,4,2,3,3,1,7,4,7,5,2,5,2,6,7,1,1,6,2,7,7,4,2,7,1,1,6,1,4,3,7,7,7,35,28,59,23,30,145
"264",100,27,2,1,4,2,1,"4,5,7,9",4,1,2,3,3,3,3,3,2,2,1,1,1,1,3,3,1,2,1,2,2,1,2,1,1,2,1,1,2,2,1,3,2,5,4,3,1,1,1,1,1,3,1,1,1,4,4,1,6,7,7,7,4,7,7,4,3,4,24,14,24,44,40,106
"265",100,24,2,1,4,2,3,"1,2,3,4,5,6,7,8,9",5,1,2,1,1,4,1,2,1,1,2,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,4,4,1,1,1,1,1,1,5,1,5,3,5,1,1,5,6,4,3,5,5,5,3,1,1,20,16,19,33,29,88
"266",100,34,1,2,4,1,1,"1,2,5,6,7,8,9",5,1,1,1,1,1,2,3,3,3,1,2,1,3,4,2,1,3,1,2,1,3,5,1,1,1,1,1,2,1,1,7,2,7,7,1,1,1,1,5,1,1,1,1,1,1,1,4,7,7,1,5,2,3,1,7,7,7,32,12,35,25,39,104
"267",100,58,2,1,4,1,5,"1,4,5,7,9,10",4,1,3,2,2,3,4,3,3,1,1,3,3,1,3,2,1,2,3,3,1,1,3,3,3,2,3,2,5,5,4,3,3,3,5,3,2,2,3,5,2,2,1,6,2,2,2,2,6,3,5,2,2,2,2,2,1,1,43,16,23,22,45,104
"268",100,24,1,1,4,2,6,"1,4,5,7,8,9",4,1,2,2,2,3,3,4,3,1,3,2,2,2,4,4,3,2,1,3,3,2,6,1,4,6,5,2,5,4,5,5,4,3,4,5,5,6,7,5,7,4,3,4,5,7,5,2,1,5,5,6,3,3,2,1,6,6,58,28,45,26,51,157
"269",100,25,2,1,5,2,1,"1,2,4,5,7,8,9",4,1,1,1,1,2,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,1,1,1,2,2,1,6,3,5,1,1,1,2,1,5,1,2,1,1,5,5,2,1,6,7,5,6,5,7,7,5,3,6,29,17,30,40,25,116
"270",100,30,2,1,4,1,5,"5,7,9",3,1,1,1,1,3,2,2,3,2,2,2,1,2,2,1,3,2,1,1,2,1,3,3,3,3,5,3,6,3,4,7,2,1,4,4,5,5,6,7,3,4,4,7,5,6,4,3,7,6,6,4,5,1,1,5,5,5,53,30,43,29,35,155
"271",100,38,1,1,4,1,4,"4,5,7",4,1,2,1,2,3,2,2,2,2,2,1,1,2,2,1,3,2,1,2,1,1,2,1,1,2,2,1,5,6,2,2,5,3,4,2,1,2,2,2,1,3,2,5,5,6,2,1,6,2,5,2,5,2,2,3,2,1,34,21,23,22,35,100
"272",100,23,2,1,4,2,1,"4,5,6,7,9",3,1,2,4,3,2,4,2,4,3,1,2,2,4,2,3,4,2,4,4,3,3,5,2,3,4,2,1,3,1,3,5,5,5,3,2,4,3,5,4,2,1,1,2,1,6,1,2,6,2,3,5,3,2,3,5,2,5,35,14,41,22,58,112
"273",100,24,2,5,4,2,1,"2,4,5,8,9",6,1,2,1,1,4,2,2,2,1,1,1,2,2,3,1,1,1,1,3,1,1,6,1,1,1,5,1,1,4,1,5,3,6,4,1,2,1,2,1,1,7,4,2,4,5,2,2,7,7,4,7,5,7,7,5,5,6,29,19,39,46,33,133
"274",100,34,2,1,5,1,5,"1,2,4,7,9",4,1,4,1,2,3,1,3,2,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,3,1,1,1,5,1,1,1,1,1,1,1,1,1,13,8,16,11,32,48
"275",100,26,2,5,4,1,1,"1,2,4,7,9",6,1,1,1,1,4,1,1,2,1,1,1,1,2,3,1,1,1,1,3,1,1,4,1,1,1,1,1,3,1,1,7,4,1,1,1,1,1,1,1,3,1,1,1,1,4,1,1,1,7,4,1,4,1,1,4,4,4,23,12,25,16,29,76
"276",100,51,2,1,4,1,1,"1,2,4,5,6,7,8,9",6,1,1,1,1,2,1,1,1,3,1,1,1,3,3,1,2,2,1,2,4,1,2,1,1,1,3,1,2,1,1,4,5,5,1,1,1,1,3,2,1,2,1,1,3,5,3,1,6,4,2,5,1,5,3,2,3,2,16,16,27,27,33,86
"277",100,24,2,1,4,2,1,"1,4,5,9",3,1,1,1,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,3,1,1,7,1,1,2,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,3,1,1,23,9,14,7,24,53
"278",100,24,2,1,4,2,6,"1,3,5,6,7,8,9",4,1,1,2,1,4,2,2,2,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,5,4,1,6,3,7,4,1,1,2,1,4,1,6,4,2,5,6,5,2,7,6,6,7,7,6,6,6,6,7,35,25,37,44,30,141
"279",100,24,2,1,4,2,6,"1",3,1,4,3,1,3,4,4,2,3,2,1,2,3,4,3,3,4,1,3,1,1,1,1,1,4,4,4,6,4,1,7,5,7,4,1,1,4,1,4,1,1,1,6,6,7,4,1,6,4,4,5,5,2,4,4,4,5,37,28,39,26,52,130
"280",100,25,2,1,4,2,6,"1,2,3,4,5,7,8,9",5,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,7,7,1,1,1,1,5,1,1,1,1,1,5,1,1,5,1,1,1,1,1,1,5,5,5,23,14,28,11,24,76
"281",100,27,2,1,5,2,6,"1,2,3,4,5,6,7,8,9",3,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,5,6,1,5,2,4,6,1,1,1,1,4,2,1,1,5,1,6,1,1,6,6,6,6,6,6,6,3,2,1,37,16,21,37,24,111
"282",100,24,2,1,4,2,6,"1,3,4,5,7,8,9",3,1,1,1,1,4,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,2,1,1,2,5,1,3,4,2,6,1,6,4,2,1,4,1,4,1,5,1,1,6,6,3,1,6,7,1,4,1,5,2,5,4,5,30,21,33,30,27,114
"283",100,65,1,1,4,1,7,"4,5,7,9",5,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,6,2,1,1,1,1,1,1,1,1,1,1,1,17,12,10,7,27,46
"284",100,30,2,1,4,2,1,"1,2,4,7,8,9",3,1,1,1,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,4,3,3,2,2,6,2,4,4,3,2,2,2,1,1,3,2,4,5,5,4,1,5,5,5,5,5,5,5,5,5,5,29,24,37,33,24,123
"285",100,25,1,1,5,2,9,"2",2,1,2,3,1,2,4,2,2,4,1,1,1,3,3,2,2,4,1,1,4,2,1,3,4,3,4,4,3,5,7,6,5,5,2,2,1,3,5,6,5,3,2,1,4,4,3,3,6,6,6,7,7,5,3,1,5,7,52,20,39,36,45,147
"286",100,46,3,1,4,3,1,"1,2,4,7,8,9",3,1,2,3,4,3,3,3,3,1,3,1,3,2,3,2,1,1,1,2,1,1,5,1,2,3,3,1,3,6,1,3,1,3,6,1,5,3,1,5,1,1,1,2,2,3,5,1,5,1,1,1,1,1,3,5,1,1,36,14,26,13,43,89
"287",100,37,2,2,5,1,4,"1,4,5,9",4,1,3,3,4,2,2,2,2,3,3,1,2,3,1,2,1,1,1,1,1,1,5,1,1,4,3,3,4,4,4,5,4,4,5,5,3,5,3,3,1,3,1,4,1,5,1,1,6,4,3,5,4,2,2,5,3,4,45,15,36,25,39,121
"288",100,28,1,2,3,2,1,"1,4,5,6,7,8,9",5,1,1,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,3,6,1,6,6,1,3,1,1,7,5,1,1,1,4,1,1,1,5,1,5,1,1,5,1,1,1,1,1,1,1,1,1,40,14,19,11,24,84
"289",100,31,1,1,5,2,1,"1,4,7,8,9",3,1,2,2,2,3,2,2,2,2,2,2,2,1,2,2,3,3,2,3,2,3,1,1,1,1,4,1,1,4,1,5,2,3,4,1,1,1,1,1,1,4,1,3,1,1,1,4,6,2,4,1,3,1,5,5,6,6,24,13,29,23,44,89
"290",100,21,1,1,4,2,6,"1,4,5,6,9",4,1,1,1,1,4,1,1,2,2,2,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,5,3,5,5,4,2,3,1,5,1,1,1,2,1,4,2,1,1,1,3,1,2,2,1,1,3,3,27,13,23,10,30,73
"291",100,27,2,1,5,2,1,"8",4,1,2,4,2,3,2,2,3,3,1,1,2,3,3,3,3,2,2,3,1,1,4,1,1,1,1,1,5,6,1,7,4,7,2,1,4,2,1,1,1,1,1,2,6,5,1,1,7,3,7,5,5,5,5,6,6,6,31,21,38,33,46,123
"292",100,28,1,1,4,2,1,"8,9",6,1,1,1,1,4,1,2,2,2,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,6,1,4,4,1,7,4,4,3,1,5,4,1,1,1,1,1,1,3,5,4,4,6,5,4,5,3,4,6,4,5,4,29,19,37,31,30,116
"293",100,33,1,5,3,2,1,"1,2,7,10",4,1,2,4,3,3,3,3,2,3,1,1,2,4,4,3,2,2,3,3,2,3,3,1,1,1,5,2,4,4,5,4,2,2,5,5,1,1,4,2,4,7,1,4,6,5,2,4,5,6,4,3,3,2,5,4,4,6,43,22,30,32,53,127
"294",100,22,2,1,4,2,4,"1,2,4,9",3,1,3,1,1,3,2,3,2,1,2,2,1,1,2,2,2,2,1,3,1,1,1,1,1,1,1,1,5,1,1,1,1,4,7,1,1,4,1,1,1,1,1,1,1,1,1,1,5,4,1,5,5,1,5,1,1,1,30,6,13,22,36,71
"295",100,29,2,1,4,2,6,"1,2,3,4,5,6,7,8,9",6,1,2,4,1,4,4,2,1,2,2,2,1,3,4,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,6,1,3,3,1,1,1,1,4,1,1,1,1,2,2,1,3,5,2,5,5,2,5,4,2,1,1,23,8,18,27,42,76
"296",100,26,1,5,4,2,4,"2",5,1,3,1,1,3,1,3,1,3,1,1,3,1,2,2,3,2,2,2,2,1,2,1,1,1,1,4,1,3,1,6,4,6,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,2,1,1,2,2,2,1,2,1,22,9,23,10,38,64
"297",100,41,1,1,4,1,4,"7",4,1,2,1,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,1,2,1,1,1,5,2,1,5,2,3,4,2,1,4,1,2,1,2,1,2,4,5,2,1,5,5,2,2,3,3,5,3,4,2,33,18,20,24,25,95
"298",100,28,1,1,5,2,1,"4,5,7,8,9",3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,2,4,1,2,1,2,7,3,1,1,1,5,1,1,2,2,1,5,1,4,5,2,1,2,1,2,1,1,1,1,32,11,15,14,22,72
"299",100,26,1,1,4,2,8,"1,7",4,1,1,1,1,1,1,3,3,4,2,2,3,2,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,7,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,15,7,19,7,36,48
"300",100,26,2,1,4,2,1,"2,4,5,8",6,1,1,1,1,3,3,3,1,1,3,2,1,2,2,2,2,3,1,2,2,2,1,1,1,1,1,1,1,1,1,5,4,3,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,13,12,19,7,38,51
"301",100,28,1,1,4,2,1,"1,2,4,5,6,7,8,9",5,1,1,1,1,4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,5,1,2,1,1,1,5,3,1,6,3,6,4,2,1,3,2,2,2,3,1,1,3,5,1,1,6,5,5,5,5,2,3,5,5,4,36,16,30,29,25,111
"302",100,65,1,2,4,1,7,"4,5,7",2,1,1,1,1,4,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,6,10,7,26,40
"303",100,35,1,1,4,2,1,"4,5,8",6,1,2,3,3,3,3,3,2,2,3,3,2,2,2,3,3,3,2,3,3,2,5,2,3,3,2,4,5,5,4,5,4,4,4,3,3,3,4,4,4,4,2,3,4,5,5,5,5,5,5,3,5,4,5,3,3,2,54,22,32,31,52,139
"304",100,70,2,1,3,4,5,"4,5,6,7",2,1,2,3,3,3,3,2,3,2,4,2,1,3,2,1,2,1,1,2,1,2,1,1,1,1,5,1,1,1,1,1,1,1,7,5,1,1,2,1,1,1,1,1,1,1,1,1,5,5,2,1,1,1,1,5,7,6,23,12,24,16,43,75
"305",100,60,2,1,3,3,7,"1,4,7,9",3,1,1,1,4,4,1,1,3,4,1,1,1,1,4,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,6,16,7,34,46
"306",100,25,2,1,4,2,4,"1,4,5,7,9",3,1,2,1,1,4,1,2,2,2,1,1,1,1,3,3,1,1,2,4,1,1,5,1,1,1,2,1,1,4,1,3,2,3,1,1,1,1,1,1,2,1,1,3,1,1,1,2,6,5,5,5,1,5,5,5,5,5,22,12,24,32,35,90
"307",100,28,1,5,4,6,2,"4,5,6,7,8,9",6,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,1,2,4,1,5,2,2,3,1,2,2,1,4,1,1,1,1,1,3,1,2,4,1,1,1,2,1,1,2,1,1,27,8,21,10,23,66
"308",100,27,1,5,4,2,3,"7",1,1,4,4,4,1,4,4,4,4,4,4,4,3,4,4,3,4,3,3,3,4,1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,2,1,2,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,19,6,10,11,72,46
"309",100,39,2,1,4,1,4,"1,2,7,8,9",5,1,1,1,2,4,1,2,3,2,1,2,1,2,2,1,2,2,1,1,2,2,4,1,4,1,1,1,1,4,3,4,2,4,3,1,1,1,1,2,1,5,1,1,2,4,1,1,5,2,5,4,2,2,2,2,5,1,28,14,18,25,35,85
"312",100,24,1,1,4,2,1,"2,3,4,5,6,7,8,9",6,1,2,1,3,4,1,2,1,3,3,2,1,3,3,1,2,2,1,1,1,2,3,2,2,2,2,2,5,3,3,6,4,6,4,3,4,4,2,4,2,4,6,3,5,6,5,5,7,6,3,5,4,4,4,4,4,4,44,25,40,33,39,142
"322",100,34,1,2,6,2,1,"1,2,4,7,9",3,1,1,1,1,4,3,2,3,4,1,1,1,1,3,1,2,2,2,2,1,1,6,1,1,1,1,1,1,2,4,1,1,1,4,1,1,1,1,1,1,5,1,1,1,1,2,1,2,3,2,1,1,1,1,1,1,1,25,7,10,15,37,57
"324",100,24,1,1,5,2,2,"1,2,3,4,5,6,7,8,9",6,1,4,1,1,4,1,1,4,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,3,2,1,2,7,1,7,4,7,3,3,1,1,1,1,1,7,1,1,7,7,1,1,7,2,2,2,2,1,1,5,5,5,25,22,36,22,32,105
"326",100,60,2,1,5,3,7,"5,6,7,9",5,1,1,1,1,1,4,2,4,2,1,1,1,1,3,1,1,3,1,4,1,2,1,1,1,1,1,1,2,1,1,4,1,5,1,1,1,4,3,4,1,2,1,1,5,2,1,1,1,1,4,4,1,1,2,1,1,1,20,11,19,15,36,65
"328",100,75,1,3,3,1,7,"7,8,10",2,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,4,4,1,1,1,1,4,1,4,1,1,1,1,1,4,4,1,4,1,1,4,1,1,1,1,23,6,16,19,24,64
"329",100,30,2,3,4,2,2,"1,2,3,4,5,7,8,9",5,1,4,3,2,1,3,3,3,3,4,2,4,2,2,3,3,3,3,4,2,2,3,5,3,2,2,1,2,3,4,4,2,6,3,1,2,5,1,5,1,3,1,1,5,5,2,1,6,6,5,5,5,5,5,5,4,2,37,22,27,35,56,121
"338",100,44,2,1,4,1,4,"1,5,9",1,1,2,1,1,4,1,1,1,4,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,19,10,10,7,31,46
"340",100,38,2,6,6,1,1,"1,2,3,4,7",5,1,2,2,2,3,2,2,2,2,3,2,2,3,2,2,2,2,1,1,2,2,2,2,3,3,5,3,3,3,2,2,1,5,2,2,2,3,2,2,1,1,1,2,3,5,3,1,5,3,2,2,1,2,2,2,3,2,28,18,25,17,41,88
"341",100,23,1,1,4,2,1,"1,2,4,5,9",4,1,2,1,1,4,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,2,3,2,1,2,5,2,1,1,1,5,1,1,1,2,1,3,1,2,3,2,3,1,1,1,2,1,1,1,30,9,12,13,27,64
"343",100,28,2,1,5,2,1,"1,2,3,4,5,7,8,9",3,1,2,1,1,2,4,2,3,3,3,2,3,3,4,2,2,2,2,2,2,1,3,2,1,2,1,1,1,3,1,1,1,4,1,1,1,2,1,6,2,5,1,2,1,2,1,1,5,6,5,6,5,5,5,1,2,3,28,10,16,37,46,91
"345",100,42,1,1,4,1,1,"1,2,4,5,7,8,9",4,1,3,1,1,4,2,3,3,1,1,2,1,3,3,2,2,2,1,3,2,2,2,1,1,2,1,1,5,2,1,5,2,3,2,1,1,1,1,1,1,1,1,1,2,6,1,1,6,2,2,1,2,1,1,1,1,1,21,12,18,14,42,65
"348",100,25,2,1,5,1,1,"1,2,4,5,7,8,9",2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,3,1,1,7,1,1,1,1,1,1,5,1,2,1,5,1,1,5,5,5,1,5,2,1,1,1,1,29,11,12,24,23,76
"373",100,64,2,1,4,4,7,"4,5,6,7",5,1,1,1,1,4,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,3,6,1,1,1,1,7,7,7,1,5,5,1,4,1,1,3,1,1,1,1,7,5,7,7,4,6,6,1,1,1,44,8,21,39,27,112
